Date,Close
1/3/2017,808.01
1/4/2017,807.77
1/5/2017,813.02
1/6/2017,825.21
1/9/2017,827.18
1/10/2017,826.01
1/11/2017,829.86
1/12/2017,829.53
1/13/2017,830.94
1/17/2017,827.46
1/18/2017,829.02
1/19/2017,824.37
1/20/2017,828.17
1/23/2017,844.43
1/24/2017,849.53
1/25/2017,858.45
1/26/2017,856.98
1/27/2017,845.03
1/30/2017,823.83
1/31/2017,820.19
2/1/2017,815.24
2/2/2017,818.26
2/3/2017,820.13
2/6/2017,821.62
2/7/2017,829.23
2/8/2017,829.88
2/9/2017,830.06
2/10/2017,834.85
2/13/2017,838.96
2/14/2017,840.03
2/15/2017,837.32
2/16/2017,842.17
2/17/2017,846.55
2/21/2017,849.27
2/22/2017,851.36
2/23/2017,851
2/24/2017,847.81
2/27/2017,849.67
2/28/2017,844.93
3/1/2017,856.75
3/2/2017,849.85
3/3/2017,849.08
3/6/2017,847.27
3/7/2017,851.15
3/8/2017,853.64
3/9/2017,857.84
3/10/2017,861.41
3/13/2017,864.58
3/14/2017,865.91
3/15/2017,868.39
3/16/2017,870
3/17/2017,872.37
3/20/2017,867.91
3/21/2017,850.14
3/22/2017,849.8
3/23/2017,839.65
3/24/2017,835.14
3/27/2017,838.51
3/28/2017,840.63
3/29/2017,849.87
3/30/2017,849.48
3/31/2017,847.8
4/3/2017,856.75
4/4/2017,852.57
4/5/2017,848.91
4/6/2017,845.1
4/7/2017,842.1
4/10/2017,841.7
4/11/2017,839.88
4/12/2017,841.46
4/13/2017,840.18
4/17/2017,855.13
4/18/2017,853.99
4/19/2017,856.51
4/20/2017,860.08
4/21/2017,858.95
4/24/2017,878.93
4/25/2017,888.84
4/26/2017,889.14
4/27/2017,891.44
4/28/2017,924.52
5/1/2017,932.82
5/2/2017,937.09
5/3/2017,948.45
5/4/2017,954.72
5/5/2017,950.28
5/8/2017,958.69
5/9/2017,956.71
5/10/2017,954.84
5/11/2017,955.89
5/12/2017,955.14
5/15/2017,959.22
5/16/2017,964.61
5/17/2017,942.17
5/18/2017,950.5
5/19/2017,954.65
5/22/2017,964.07
5/23/2017,970.55
5/24/2017,977.61
5/25/2017,991.86
5/26/2017,993.27
5/30/2017,996.17
5/31/2017,987.09
6/1/2017,988.29
6/2/2017,996.12
6/5/2017,1003.88
6/6/2017,996.68
6/7/2017,1001.59
6/8/2017,1004.28
6/9/2017,970.12
6/12/2017,961.81
6/13/2017,970.5
6/14/2017,967.93
6/15/2017,960.18
6/16/2017,958.62
6/19/2017,975.22
6/20/2017,968.99
6/21/2017,978.59
6/22/2017,976.62
6/23/2017,986.09
6/26/2017,972.09
6/27/2017,948.09
6/28/2017,961.01
6/29/2017,937.82
6/30/2017,929.68
7/3/2017,919.46
7/5/2017,932.26
7/6/2017,927.69
7/7/2017,940.81
7/10/2017,951
7/11/2017,953.53
7/12/2017,967.66
7/13/2017,968.85
7/14/2017,976.91
7/17/2017,975.96
7/18/2017,986.95
7/19/2017,992.77
7/20/2017,992.19
7/21/2017,993.84
7/24/2017,998.31
7/25/2017,969.03
7/26/2017,965.31
7/27/2017,952.51
7/28/2017,958.33
7/31/2017,945.5
8/1/2017,946.56
8/2/2017,947.64
8/3/2017,940.3
8/4/2017,945.79
8/7/2017,945.75
8/8/2017,944.19
8/9/2017,940.08
8/10/2017,923.59
8/11/2017,930.09
8/14/2017,938.93
8/15/2017,938.08
8/16/2017,944.27
8/17/2017,927.66
8/18/2017,926.18
8/21/2017,920.87
8/22/2017,940.4
8/23/2017,942.58
8/24/2017,936.89
8/25/2017,930.5
8/28/2017,928.13
8/29/2017,935.75
8/30/2017,943.63
8/31/2017,955.24
9/1/2017,951.99
9/5/2017,941.48
9/6/2017,942.02
9/7/2017,949.89
9/8/2017,941.41
9/11/2017,943.29
9/12/2017,946.65
9/13/2017,950.44
9/14/2017,940.13
9/15/2017,935.29
9/18/2017,929.75
9/19/2017,936.86
9/20/2017,947.54
9/21/2017,947.55
9/22/2017,943.26
9/25/2017,934.28
9/26/2017,937.43
9/27/2017,959.9
9/28/2017,964.81
9/29/2017,973.72
10/2/2017,967.47
10/3/2017,972.08
10/4/2017,966.78
10/5/2017,985.19
10/6/2017,993.64
10/9/2017,992.31
10/10/2017,987.8
10/11/2017,1005.65
10/12/2017,1005.65
10/13/2017,1007.87
10/16/2017,1009.35
10/17/2017,1011
10/18/2017,1012.74
10/19/2017,1001.84
10/20/2017,1005.07
10/23/2017,985.54
10/24/2017,988.49
10/25/2017,991.46
10/26/2017,991.42
10/27/2017,1033.67
10/30/2017,1033.13
10/31/2017,1033.04
11/1/2017,1042.6
11/2/2017,1042.97
11/3/2017,1049.99
11/6/2017,1042.68
11/7/2017,1052.39
11/8/2017,1058.29
11/9/2017,1047.72
11/10/2017,1044.15
11/13/2017,1041.2
11/14/2017,1041.64
11/15/2017,1036.41
11/16/2017,1048.47
11/17/2017,1035.89
11/20/2017,1034.66
11/21/2017,1050.3
11/22/2017,1051.92
11/24/2017,1056.52
11/27/2017,1072.01
11/28/2017,1063.29
11/29/2017,1037.38
11/30/2017,1036.17
12/1/2017,1025.07
12/4/2017,1011.87
12/5/2017,1019.6
12/6/2017,1032.72
12/7/2017,1044.57
12/8/2017,1049.38
12/11/2017,1051.97
12/12/2017,1048.77
12/13/2017,1051.39
12/14/2017,1057.47
12/15/2017,1072
12/18/2017,1085.09
12/19/2017,1079.78
12/20/2017,1073.56
12/21/2017,1070.85
12/22/2017,1068.86
12/26/2017,1065.85
12/27/2017,1060.2
12/28/2017,1055.95
12/29/2017,1053.4
1/2/2018,1073.21
1/3/2018,1091.52
1/4/2018,1095.76
1/5/2018,1110.29
1/8/2018,1114.21
1/9/2018,1112.79
1/10/2018,1110.14
1/11/2018,1112.05
1/12/2018,1130.65
1/16/2018,1130.7
1/17/2018,1139.1
1/18/2018,1135.97
1/19/2018,1143.5
1/22/2018,1164.16
1/23/2018,1176.17
1/24/2018,1171.29
1/25/2018,1182.14
1/26/2018,1187.56
1/29/2018,1186.48
1/30/2018,1177.37
1/31/2018,1182.22
2/1/2018,1181.59
2/2/2018,1119.2
2/5/2018,1062.39
2/6/2018,1084.43
2/7/2018,1055.41
2/8/2018,1007.71
2/9/2018,1046.27
2/12/2018,1054.56
2/13/2018,1054.14
2/14/2018,1072.7
2/15/2018,1091.36
2/16/2018,1095.5
2/20/2018,1103.59
2/21/2018,1113.75
2/22/2018,1109.9
2/23/2018,1128.09
2/26/2018,1143.7
2/27/2018,1117.51
2/28/2018,1103.92
3/1/2018,1071.41
3/2/2018,1084.14
3/5/2018,1094.76
3/6/2018,1100.9
3/7/2018,1115.04
3/8/2018,1129.38
3/9/2018,1160.84
3/12/2018,1165.93
3/13/2018,1139.91
3/14/2018,1148.89
3/15/2018,1150.61
3/16/2018,1134.42
3/19/2018,1100.07
3/20/2018,1095.8
3/21/2018,1094
3/22/2018,1053.15
3/23/2018,1026.55
3/26/2018,1054.09
3/27/2018,1006.94
3/28/2018,1005.18
3/29/2018,1037.14
4/2/2018,1012.63
4/3/2018,1018.68
4/4/2018,1029.71
4/5/2018,1032.64
4/6/2018,1009.95
4/9/2018,1020.09
4/10/2018,1036.5
4/11/2018,1025.06
4/12/2018,1037.29
4/13/2018,1036.04
4/16/2018,1046.1
4/17/2018,1079.36
4/18/2018,1075.39
4/19/2018,1089.45
4/20/2018,1077.32
4/23/2018,1073.81
4/24/2018,1022.64
4/25/2018,1022.99
4/26/2018,1043.31
4/27/2018,1031.45
4/30/2018,1018.58
5/1/2018,1040.75
5/2/2018,1026.05
5/3/2018,1026.3
5/4/2018,1051
5/7/2018,1059.46
5/8/2018,1058.59
5/9/2018,1088.95
5/10/2018,1105.47
5/11/2018,1103.38
5/14/2018,1106.6
5/15/2018,1084.87
5/16/2018,1084.09
5/17/2018,1081.26
5/18/2018,1069.64
5/21/2018,1084.01
5/22/2018,1075.31
5/23/2018,1085.96
5/24/2018,1085.45
5/25/2018,1084.08
5/29/2018,1068.07
5/30/2018,1077.47
5/31/2018,1100
6/1/2018,1135
6/4/2018,1153.04
6/5/2018,1151.02
6/6/2018,1146.95
6/7/2018,1134.42
6/8/2018,1132.71
6/11/2018,1140.9
6/12/2018,1148.19
6/13/2018,1144.23
6/14/2018,1160.11
6/15/2018,1159.27
6/18/2018,1183.58
6/19/2018,1178.69
6/20/2018,1184.07
6/21/2018,1169.44
6/22/2018,1169.29
6/25/2018,1139.28
6/26/2018,1132.62
6/27/2018,1116.94
6/28/2018,1126.78
6/29/2018,1129.19
7/2/2018,1142.11
7/3/2018,1116.28
7/5/2018,1141.29
7/6/2018,1155.08
7/9/2018,1167.28
7/10/2018,1167.14
7/11/2018,1171.46
7/12/2018,1201.26
7/13/2018,1204.42
7/16/2018,1196.51
7/17/2018,1213.08
7/18/2018,1212.91
7/19/2018,1199.1
7/20/2018,1197.88
7/23/2018,1211
7/24/2018,1258.15
7/25/2018,1275.94
7/26/2018,1285.5
7/27/2018,1252.89
7/30/2018,1230.04
7/31/2018,1227.22
8/1/2018,1232.99
8/2/2018,1241.13
8/3/2018,1238.16
8/6/2018,1237.67
8/7/2018,1255.84
8/8/2018,1261.33
8/9/2018,1264.46
8/10/2018,1252.51
8/13/2018,1248.64
8/14/2018,1258.14
8/15/2018,1232.22
8/16/2018,1224.06
8/17/2018,1215.85
8/20/2018,1221.95
8/21/2018,1217.41
8/22/2018,1221.75
8/23/2018,1221.16
8/24/2018,1236.75
8/27/2018,1256.27
8/28/2018,1245.86
8/29/2018,1264.65
8/30/2018,1254.44
8/31/2018,1231.8
9/4/2018,1211.31
9/5/2018,1199.1
9/6/2018,1183.99
9/7/2018,1177.59
9/10/2018,1175.06
9/11/2018,1189.99
9/12/2018,1171.6
9/13/2018,1182.14
9/14/2018,1177.98
9/17/2018,1159.83
9/18/2018,1167.11
9/19/2018,1174.27
9/20/2018,1191.57
9/21/2018,1172.12
9/24/2018,1179.56
9/25/2018,1193.89
9/26/2018,1194.06
9/27/2018,1207.36
9/28/2018,1207.08
10/1/2018,1208.53
10/2/2018,1207.64
10/3/2018,1211.53
10/4/2018,1177.07
10/5/2018,1167.83
10/8/2018,1155.92
10/9/2018,1145.17
10/10/2018,1092.16
10/11/2018,1090.74
10/12/2018,1120.54
10/15/2018,1102.44
10/16/2018,1133.08
10/17/2018,1127.59
10/18/2018,1097.91
10/19/2018,1105.18
10/22/2018,1111.37
10/23/2018,1114.91
10/24/2018,1057.12
10/25/2018,1103.59
10/26/2018,1083.75
10/29/2018,1034.73
10/30/2018,1049.51
10/31/2018,1090.58
11/1/2018,1085.98
11/2/2018,1071.49
11/5/2018,1055.73
11/6/2018,1069.57
11/7/2018,1108.24
11/8/2018,1094.63
11/9/2018,1077.02
11/12/2018,1049.36
11/13/2018,1047.97
11/14/2018,1054.58
11/15/2018,1071.05
11/16/2018,1068.27
11/19/2018,1027.42
11/20/2018,1030.45
11/21/2018,1043.43
11/23/2018,1030.1
11/26/2018,1055.94
11/27/2018,1052.28
11/28/2018,1091.79
11/29/2018,1094.58
11/30/2018,1109.65
12/3/2018,1116.36
12/4/2018,1062.47
12/6/2018,1078.08
12/7/2018,1046.58
12/10/2018,1053.18
12/11/2018,1061.65
12/12/2018,1073.73
12/13/2018,1073.54
12/14/2018,1051.71
12/17/2018,1025.65
12/18/2018,1043.41
12/19/2018,1035.46
12/20/2018,1023.58
12/21/2018,991.25
12/24/2018,984.67
12/26/2018,1047.85
12/27/2018,1052.9
12/28/2018,1046.68